sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,customerNo,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,rCount,bMinPriceVariance,bMaxPriceVariance,bMeanVariance,cMeanVariance,order
4364,23,7,1678.074,41,9.99,59.99,636.73,1,12.99,12.99,12.99,?,y,completely orderable,27132,4000,534,209,10,53,2,35,0,0,0,0,0,1
4365,23,7,156.272,2,329.99,329.99,659.98,1,329.99,329.99,329.99,?,?,?,15781,600,437,79,10,49,1,56,0,0,0,0,0,0
4366,23,7,6.112,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4367,23,7,265.133,3,269.99,299.99,869.97,1,299.99,299.99,299.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
4368,23,7,793.355,6,1199.99,1199.99,3599.97,1,1199.99,1199.99,1199.99,5,y,completely orderable,27133,200,70,250,0,41,1,343,0,0,0,0,0,1
4369,23,7,0,1,24.99,24.99,24.99,1,24.99,24.99,24.99,?,?,?,27134,1900,494,136,3,40,2,54,0,0,0,0,0,0
4370,23,7,1866.963,51,1,8.99,210.96,3,5,5,15,1,y,completely orderable,27135,3500,491,45,17,26,2,19,1,0,0,0,0,0
4371,23,7,488.019,5,9.99,9.99,49.95,2,9.99,9.99,19.98,?,y,completely orderable,27136,600,598,23,4,31,2,225,1,0,0,0,0,1
4372,23,7,7.612,1,49.99,49.99,49.99,1,49.99,49.99,49.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4373,23,7,1029.378,7,149.99,799,4143.99,1,699,699,699,5,y,completely orderable,27137,3200,483,149,12,30,1,9,0,0,0,0,0,1
4374,23,7,1070.348,19,17.99,54.99,399.89,2,39.99,54.99,94.98,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4375,23,7,248.599,4,89.99,99.99,369.96,1,89.99,89.99,89.99,?,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
4376,23,7,226.733,2,399,399,798,1,399,399,399,5,y,completely orderable,27138,1700,548,110,16,57,1,15,0,0,0,0,0,1
4377,23,7,691.343,3,59.99,59.99,119.98,1,59.99,59.99,59.99,5,y,completely orderable,27139,1400,467,152,31,43,1,103,0,0,0,0,0,1
4378,23,7,510.337,12,12.99,69.99,512.85,2,49.99,69.99,119.98,5,y,completely orderable,27140,2900,499,135,8,40,2,8,1,0,0,0,0,1
4379,23,7,739.226,30,10.99,70.99,577.74,9,10.99,70.99,198.91,?,y,completely orderable,?,?,?,?,?,?,?,?,1,26.4896694215,26.4896694215,26.4896694215,26.4896694215,1
4380,23,7,2488.051,45,6,19.99,431.93,6,6,19.99,63.99,?,y,completely orderable,27141,1400,525,292,2,47,2,23,1,9.2430555556,9.2430555556,9.2430555556,9.2430555556,1
4381,23,7,2024.857,22,29.95,149.99,1459.61,2,29.95,30,59.95,5,y,completely orderable,?,?,?,?,?,?,?,?,1,1.26217744835362E-29,1.26217744835362E-29,1.26217744835362E-29,1.26217744835362E-29,1
4382,23,7,5.822,1,49.99,49.99,49.99,1,49.99,49.99,49.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4383,23,7,5588.249,103,8.99,229,1890.48,19,9.99,59.99,397.63,5,y,completely orderable,27142,300,505,85,5,49,2,67,1,0,0,0,0,1
4384,23,7,6219.984,181,5.99,1399.99,23470.87,8,5.99,79.99,141.92,?,y,completely orderable,27143,600,552,46,1,27,2,177,1,3.84,3.84,3.84,3.84,1
4385,23,7,853.237,18,219.99,399.99,2519.93,1,399.99,399.99,399.99,3,y,completely orderable,?,?,?,?,?,?,?,?,0,3.23117426778526E-27,3.23117426778526E-27,3.23117426778526E-27,3.23117426778526E-27,0
4386,23,7,2462.423,9,79.82,99.99,779.74,1,79.99,79.99,79.99,5,y,completely orderable,27144,2500,552,341,13,48,2,16,0,0,0,0,0,1
4387,23,7,0,3,99.99,169,398.98,3,99.99,169,398.98,?,?,?,?,?,?,?,?,?,?,?,1,1058.3066888889,1058.3066888889,1058.3066888889,1058.3066888889,0
4388,23,7,2716.224,23,17.99,169.99,1105.83,1,?,?,?,?,y,completely orderable,27145,3000,568,262,2,53,2,192,0,0,0,0,0,1
4389,23,7,3270.358,31,18.99,699.99,5863.75,9,39.99,379,1437.93,1,y,completely orderable,27146,300,399,12,2,27,1,185,1,20.867768595,20.867768595,20.867768595,20.867768595,0
4390,23,7,533.171,11,5.99,14.99,141.89,3,5.99,14.99,35.97,1,y,completely orderable,27147,3200,578,153,31,35,2,5,1,0,0,0,0,0
4391,23,7,604.351,14,9.99,159.95,416.82,1,39.99,39.99,39.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4392,23,7,568.971,32,1,24.99,252.92,3,19.99,24.99,64.97,?,y,completely orderable,27148,600,546,129,19,45,2,10,1,0,0,0,0,1
4393,23,7,59.112,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4394,23,7,629.195,15,22.99,34.99,391.85,1,24.99,24.99,24.99,?,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
4395,23,7,354.294,2,39.99,39.99,79.98,1,39.99,39.99,39.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
4396,23,7,1323.583,41,2,24.99,359.63,3,9.99,9.99,29.97,?,y,completely orderable,27149,600,70,69,0,37,2,569,1,0,0,0,0,1
4397,23,7,118.871,3,9.99,9.99,29.97,1,9.99,9.99,9.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4398,23,7,754.545,31,3,15,246,3,5,10,25,1,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4399,23,7,2254.117,51,5.99,34.99,468.62,5,7.99,12.99,54.95,5,y,completely orderable,23204,2000,499,51,18,47,2,5,1,2.0661157025,2.0661157025,2.0661157025,2.0661157025,1
4400,23,7,214.048,6,19.99,299.99,339.97,1,19.99,19.99,19.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
4401,23,7,50.106,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4402,23,7,3387.37,56,7,79.99,411.86,4,10,10,40,1,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4403,23,7,2091.459,70,17.99,150,2490.04,4,24.99,150,239.84,?,y,completely orderable,27150,1100,530,75,8,35,2,353,1,2.553799308,2.553799308,2.553799308,2.553799308,1
4404,23,7,0,1,?,?,?,1,?,?,?,?,?,?,27151,2700,506,264,14,54,2,301,0,0,0,0,0,0
4405,23,7,499.691,11,9.99,14.99,69.94,2,9.99,14.99,24.98,?,?,?,?,?,?,?,?,?,?,?,1,6.25,6.25,6.25,6.25,0
4406,23,7,0,3,99.99,169,398.98,3,99.99,169,398.98,?,?,?,?,?,?,?,?,?,?,?,1,200,200,200,200,0
4407,23,7,63.219,9,3.99,29.99,217.91,3,3.99,29.99,63.97,2,y,completely orderable,?,?,?,?,?,?,?,?,1,162.24,162.24,162.24,162.24,0
4408,23,7,59.411,3,69.99,69.99,209.97,1,69.99,69.99,69.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4409,23,7,568.293,35,39.99,89.99,1379.75,3,39.99,49.99,139.97,1,y,mainly orderable,?,?,?,?,?,?,?,?,1,22.2222222222,22.2222222222,22.2222222222,22.2222222222,0
4410,23,7,91.718,3,7.99,14.99,37.97,1,14.99,14.99,14.99,?,?,?,27152,2000,567,218,2,45,2,112,0,0,0,0,0,0
4411,23,7,4104.786,55,3,12.49,352.49,1,7,7,7,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4412,23,7,2241.168,67,3,44.99,1321.7,7,7.99,39.95,135.81,5,n,completely orderable,27153,4000,534,70,7,37,2,89,1,20.9237057851,20.9237057851,20.9237057851,20.9237057851,1
4413,23,7,4090.948,38,12.99,379,3585.05,4,34.99,151.25,316.18,?,?,?,?,?,?,?,?,?,?,?,1,101.2396694215,101.2396694215,101.2396694215,101.2396694215,1
4414,23,7,2006.397,3,64.99,69.99,204.97,1,69.99,69.99,69.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4415,23,7,845.5,19,15,39.99,596.83,2,17.99,39.99,57.98,?,y,completely orderable,27154,200,70,166,1,56,2,371,1,52.9375,52.9375,52.9375,52.9375,1
4416,23,7,4.144,2,599.99,599.99,599.99,2,599.99,599.99,599.99,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4417,23,7,7.489,2,12.99,12.99,25.98,1,12.99,12.99,12.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4418,23,7,874.177,23,9.95,15.95,185.25,1,9.95,9.95,9.95,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4419,23,7,367.076,5,999,1199,4396,2,999,1199,2198,5,y,completely orderable,27080,500,433,28,14,24,2,80,1,0,0,0,0,1
4420,23,7,415.079,2,99.99,99.99,199.98,1,99.99,99.99,99.99,?,y,completely orderable,27155,600,530,29,1,28,2,216,0,0,0,0,0,1
4421,23,7,2333.636,7,29.99,659.99,1989.93,5,29.99,659.99,779.95,5,y,completely orderable,?,?,?,?,?,?,?,?,1,46742.3553719008,46742.3553719008,46742.3553719008,46742.3553719008,1
4422,23,7,3.119,2,99.99,99.99,199.98,1,99.99,99.99,99.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4423,23,7,2754.13,50,3.99,79.99,847.56,7,4.99,35.99,115.95,?,y,completely orderable,27156,1400,512,222,19,49,1,16,1,2.22222222222213E-05,2.22222222222213E-05,2.22222222222213E-05,2.22222222222213E-05,1
4424,23,7,0,3,99.99,169,398.98,3,99.99,169,398.98,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4425,23,7,621.362,18,49.99,59.99,909.82,2,49.99,49.99,99.98,?,y,completely orderable,27157,1800,482,115,40,36,2,17,1,0,0,0,0,1
4426,23,7,4005.034,37,9.99,14.99,348.73,3,9.99,13.99,33.97,?,y,completely orderable,27158,600,521,219,1,43,2,53,1,0,0,0,0,1
4427,23,7,1546.334,21,333,399.99,7796.88,3,333,399.99,1132.98,1,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4428,23,7,1846.187,61,5.95,14.99,190.06,2,11.96,14.95,26.91,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4429,23,7,273.85,4,29.99,29.99,119.96,1,29.99,29.99,29.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4430,23,7,1199.638,11,39.99,169.99,1679.89,1,169.99,169.99,169.99,?,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
4431,23,7,125.657,7,29.99,79.99,349.95,1,79.99,79.99,79.99,?,?,?,27159,800,476,28,9,30,2,230,0,0,0,0,0,0
4432,23,7,29.817,1,6.99,6.99,6.99,1,6.99,6.99,6.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4433,23,7,1074.753,17,6.99,44.99,503.83,4,6.99,44.99,106.96,?,y,completely orderable,27160,800,481,361,7,52,2,35,1,119.18359375,119.18359375,119.18359375,119.18359375,1
4434,23,7,325.177,11,19.9,29.99,289.53,2,29.99,29.99,59.98,1,y,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4435,23,7,300.607,15,3,69.9,158.89,2,5,5,10,?,?,?,27161,4000,564,71,8,35,2,43,1,0,0,0,0,0
4436,23,7,208.984,8,9.99,14.99,49.96,2,9.99,14.99,24.98,?,?,?,27162,2900,577,223,20,40,2,14,1,0,0,0,0,0
4437,23,7,4105.803,5,299.95,379,1815.95,1,379,379,379,4,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4438,23,7,19.106,1,49.99,49.99,49.99,1,49.99,49.99,49.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4439,23,7,33.433,3,3.99,39.4,47.38,1,3.99,3.99,3.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4440,23,7,1603.425,22,69.99,349.99,1289.91,3,69.99,349.99,519.97,5,y,completely orderable,27163,4000,503,303,17,53,2,82,1,9600,9600,9600,9600,1
4441,23,7,1244.407,15,29.99,99.95,969.37,1,29.99,29.99,29.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
4442,23,7,1328.209,30,24.95,79.95,1213.82,3,39.99,59.99,139.97,5,y,completely orderable,27164,4000,70,173,1,44,2,376,1,33.0578512397,33.0578512397,33.0578512397,33.0578512397,1
4443,23,7,75.133,5,34.99,39.99,184.95,1,34.99,34.99,34.99,5,y,completely orderable,27165,1100,439,273,19,47,2,17,0,0,0,0,0,1
4444,23,7,1706.576,9,159.99,159.99,639.96,1,159.99,159.99,159.99,1,y,?,27166,2500,439,70,14,30,1,48,0,0,0,0,0,0
4445,23,7,2368.471,107,5,29.99,1328.61,8,5.99,19.99,90.93,5,n,completely orderable,27167,2500,577,285,14,29,2,39,1,0.1472768166,0.1472768166,0.1472768166,0.1472768166,1
4446,23,7,4241.814,45,4.99,999,19898.56,5,4.99,499.99,1704.95,5,y,completely orderable,?,?,?,?,?,?,?,?,1,13257.71484375,13257.71484375,13257.71484375,13257.71484375,0
4447,23,7,5138.167,62,6.99,699.99,20161.4,2,399.99,479.99,879.98,1,y,completely orderable,27168,200,447,37,0,44,2,15,1,0,0,0,0,0
4448,23,7,1439.312,7,19.99,79.99,259.96,2,19.99,79.99,99.98,5,y,completely orderable,?,?,?,?,?,?,?,?,1,826.5306122449,826.5306122449,826.5306122449,826.5306122449,1
4449,23,7,143.72,4,579,799,1957,1,579,579,579,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4450,23,7,3125.105,26,39.99,125,1414.71,1,49.99,49.99,49.99,?,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
4451,23,7,544.497,13,9.99,19.99,203.87,2,9.99,19.99,29.98,?,?,?,27169,600,70,14,2,26,2,303,1,0,0,0,0,0
4452,23,7,124.457,5,899,1499,5395,1,899,899,899,1,y,?,27170,1000,459,34,17,39,1,11,0,0,0,0,0,0
4453,23,7,340.48,7,3.99,29.99,117.93,3,3.99,29.99,43.97,?,y,completely orderable,27171,4000,544,51,6,51,1,32,1,2.5562130178,2.5562130178,2.5562130178,2.5562130178,1
4454,23,7,1526.813,33,19.99,149.95,2188.72,7,19.99,139.9,334.84,5,y,completely orderable,?,?,?,?,?,?,?,?,1,991.3928828402,991.3928828402,991.3928828402,991.3928828402,1
4455,23,7,526.638,14,199.99,1899.99,18345.9,1,1899.99,1899.99,1899.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4456,23,7,264.699,3,849.99,849.99,2549.97,1,849.99,849.99,849.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4457,0,1,11.605,1,6.99,6.99,6.99,1,6.99,6.99,6.99,?,y,completely orderable,47,300,537,5,0,53,1,34,0,0,0,0,0,0
4458,0,1,320.973,2,29.99,29.99,59.98,1,29.99,29.99,29.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
4459,0,1,280.257,19,3.99,29.99,237.81,19,3.99,29.99,237.81,?,y,completely orderable,?,?,?,?,?,?,?,?,1,5.859375,5.859375,5.859375,5.859375,1
4460,0,1,2205.368,145,1,14.99,586.88,10,1,7.99,43.98,5,y,completely orderable,27172,600,499,58,9,36,2,22,1,0,0,0,0,1
4461,0,1,609.667,7,2,4.99,24.95,2,3.99,3.99,7.98,?,?,?,27173,600,515,21,4,26,2,37,1,0,0,0,0,0
4462,0,1,3199.947,22,9.99,449.99,4275.74,1,399.99,399.99,399.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
4463,0,1,8.121,1,6.99,6.99,6.99,1,6.99,6.99,6.99,?,y,completely orderable,47,300,537,5,0,53,1,34,0,0,0,0,0,0
4464,0,1,135.56,1,699,699,699,1,699,699,699,5,y,completely orderable,27174,600,468,48,21,30,2,173,0,0,0,0,0,1
4465,0,1,7.924,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4466,0,1,3.385,2,599.99,599.99,599.99,2,599.99,599.99,599.99,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4467,0,1,1973.542,23,19.9,49.9,710.05,6,19.99,49.9,204.76,?,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,1
4468,0,1,168.546,10,29.99,99.99,579.9,5,29.99,99.99,289.95,?,y,completely orderable,27175,2700,498,283,10,53,1,48,1,158.024691358,158.024691358,158.024691358,158.024691358,1
4469,0,1,900.063,4,1099.99,1499.99,4799.96,1,1099.99,1099.99,1099.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4470,0,1,1514.996,18,9.99,64.99,391.33,4,9.99,17.99,52.96,3,y,completely orderable,27176,100,569,67,1,34,1,240,1,14.2222222222,14.2222222222,14.2222222222,14.2222222222,0
4471,0,1,582.986,3,9.99,9.99,29.97,1,9.99,9.99,9.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
4472,0,1,189.646,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4473,0,1,2931.865,53,0,199.99,4734.43,1,79.99,79.99,79.99,1,y,completely orderable,27177,300,586,6,2,35,2,142,0,0,0,0,0,0
4474,0,1,947.429,59,4.9,49.9,676.92,5,5.99,19.9,47.68,1,y,mainly not orderable,?,?,?,?,?,?,?,?,1,7.88860905221012E-31,7.88860905221012E-31,7.88860905221012E-31,7.88860905221012E-31,0
4475,0,1,1577.494,21,9.9,749.99,3629.81,0,?,?,?,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
4476,0,1,2319.637,8,299.99,599.99,4049.92,2,599.99,599.99,1199.98,1,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4477,0,1,3215.617,37,5.99,49.99,497.67,5,6.99,19.99,53.96,2,y,completely orderable,13413,300,569,1,1,39,2,54,1,0.5431841831,0.5431841831,0.5431841831,0.5431841831,0
4478,0,1,321.502,2,129.99,129.99,259.98,1,129.99,129.99,129.99,?,y,completely orderable,27178,800,474,117,6,45,2,21,0,0,0,0,0,1
4479,0,1,1920.189,34,9.99,49.99,996.66,4,9.99,49.99,102.96,1,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4480,0,1,122.62,10,29.99,99.99,579.9,5,29.99,99.99,289.95,?,?,?,27175,2700,498,283,10,53,1,48,1,760,760,760,760,0
4481,0,1,24.889,1,6.99,6.99,6.99,1,6.99,6.99,6.99,?,y,completely orderable,47,300,537,5,0,53,1,34,0,0,0,0,0,0
4482,0,1,3578.453,27,29.99,49.95,329.83,1,29.99,29.99,29.99,1,n,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4483,0,1,6.611,2,599.99,599.99,599.99,2,599.99,599.99,599.99,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4484,0,1,296.993,2,99.99,99.99,199.98,1,99.99,99.99,99.99,?,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
4485,0,1,290.267,26,39.95,79.99,549.62,3,39.95,79.99,169.89,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4486,0,1,2119.196,64,4.99,29.99,942.9,12,9.99,29.99,187.88,?,?,?,?,?,?,?,?,?,?,?,1,1.775147929,1.775147929,1.775147929,1.775147929,0
4487,0,1,139.158,4,49.99,299.99,704.96,1,299.99,299.99,299.99,?,?,?,7738,200,487,191,1,39,2,96,0,0,0,0,0,0
4488,0,1,3501.537,67,3,29.95,1243.12,16,3.99,29.95,258.77,?,y,completely orderable,27179,700,441,27,19,67,2,25,1,10.7136,10.7136,10.7136,10.7136,1
4489,0,1,2536.957,55,59.99,500,4094.46,3,69.99,69.99,209.97,3,y,completely orderable,27180,800,441,13,17,53,1,26,1,0,0,0,0,0
4490,0,1,6815.384,26,4.95,49.99,556.67,2,29.99,39.99,69.98,1,y,completely orderable,27181,600,541,23,10,21,2,7,1,0,0,0,0,0
4491,0,1,3222.216,101,7,19.99,1259.76,15,7,19.99,190.89,5,y,completely orderable,27182,900,528,92,13,27,2,73,1,0,0,0,0,1
4492,0,1,1089.74,16,9.99,19.99,299.84,3,9.99,19.99,49.97,?,y,completely orderable,27183,4000,517,214,2,55,1,140,1,7.6388888889,7.6388888889,7.6388888889,7.6388888889,1
4493,0,1,1037.034,9,49.99,49.99,449.91,1,49.99,49.99,49.99,?,y,completely orderable,27184,600,481,19,7,23,2,40,0,0,0,0,0,1
4494,0,1,2692.699,85,4,24.99,542.4,6,4.99,15,41.95,?,y,completely orderable,27185,4000,568,299,8,48,2,8,1,9.018009,9.018009,9.018009,9.018009,1
4495,0,1,4.796,2,599.99,599.99,599.99,2,599.99,599.99,599.99,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4496,0,1,1001.377,11,599,799.99,5398.93,2,599.99,799.99,1399.98,4,y,completely orderable,27186,600,70,17,1,33,2,297,1,0,0,0,0,0
4497,0,1,4.562,1,49.99,49.99,49.99,1,49.99,49.99,49.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4498,0,1,20.307,4,89.99,89.99,269.97,1,89.99,89.99,89.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4499,0,1,27.823,2,49.99,69.99,119.98,2,49.99,69.99,119.98,1,y,?,?,?,?,?,?,?,?,?,1,88.8888888889,88.8888888889,88.8888888889,88.8888888889,0
4500,0,1,546.342,8,5,10,30,2,5,10,15,?,?,?,?,?,?,?,?,?,?,?,1,6.25,6.25,6.25,6.25,0
4501,0,1,1430.305,4,9.99,24.99,64.96,1,14.99,14.99,14.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
4502,0,1,94.437,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4503,0,1,64.789,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4504,0,1,8.526,1,6.99,6.99,6.99,1,6.99,6.99,6.99,?,y,completely orderable,47,300,537,5,0,53,1,34,0,0,0,0,0,0
4505,0,1,1296.394,7,49.99,79.99,289.96,1,79.99,79.99,79.99,?,y,completely orderable,27187,300,558,158,1,55,2,77,0,0,0,0,0,0
4506,0,1,94.537,16,27.85,469.99,894.26,4,27.85,29.99,113.54,?,?,?,3753,300,498,2,1,21,2,79,1,0,0,0,0,0
4507,0,1,4.697,2,599.99,599.99,599.99,2,599.99,599.99,599.99,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4508,0,1,64.98,3,4.99,4.99,9.98,1,4.99,4.99,4.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4509,0,1,4467.46,31,19.99,699.99,4479.65,2,49.99,99.99,149.98,?,?,?,27188,2600,80,90,1,43,2,19,1,625,625,625,625,0
4510,0,1,4653.125,70,16.79,499.99,5523.82,7,17.99,129.99,412.84,?,y,completely orderable,27189,1000,70,9,0,27,2,288,1,0,0,0,0,1
4511,0,1,304.346,0,?,?,?,0,?,?,?,1,y,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4512,0,1,11246.369,65,3.99,59.99,1363.1,3,12.99,59.95,94.93,5,y,completely orderable,?,?,?,?,?,?,?,?,1,306.2835555556,306.2835555556,306.2835555556,306.2835555556,1
4513,0,1,2901.488,38,7,159.99,1393.48,10,7,159.99,371.81,?,?,?,27190,1200,466,145,16,37,2,7,1,1840.788809,1840.788809,1840.788809,1840.788809,0
4514,0,1,295.369,4,109.99,169.99,449.97,1,169.99,169.99,169.99,?,y,completely orderable,27191,300,506,6,6,26,2,20,0,0,0,0,0,0
4515,0,1,783.619,8,39.99,99.99,299.94,1,39.99,39.99,39.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
4516,0,1,27.428,2,599.99,599.99,599.99,2,599.99,599.99,599.99,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4517,0,1,3.37,2,599.99,599.99,599.99,2,599.99,599.99,599.99,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4518,0,1,1331.683,60,8,44.99,658.71,3,8,19.99,40.98,2,y,completely orderable,?,?,?,?,?,?,?,?,1,5.976024,5.976024,5.976024,5.976024,0
4519,0,1,21.319,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4520,0,1,74.475,0,?,?,?,0,?,?,?,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4521,0,1,0,3,99.99,169,398.98,3,99.99,169,398.98,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4522,0,1,0,3,99.99,169,398.98,3,99.99,169,398.98,?,?,?,?,?,?,?,?,?,?,?,1,200,200,200,200,0
4523,0,1,1465.57,13,349.99,499.99,5919.87,1,499.99,499.99,499.99,4,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4524,0,1,10.888,1,6.99,6.99,6.99,1,6.99,6.99,6.99,?,y,completely orderable,47,300,537,5,0,53,1,34,0,0,0,0,0,0
4525,0,1,14.689,1,6.99,6.99,6.99,1,6.99,6.99,6.99,?,y,completely orderable,47,300,537,5,0,53,1,34,0,0,0,0,0,0
4526,0,1,1689.478,100,5,39.95,548.19,3,6.99,39.95,59.89,?,y,completely orderable,5863,800,465,67,0,?,1,28,1,97.772544,97.772544,97.772544,97.772544,1
4527,0,1,466.923,11,29.99,74.99,399.93,3,29.99,74.99,164.97,?,y,completely orderable,27192,300,530,1,0,21,2,52,1,216,216,216,216,1
4528,0,1,5970.962,55,3,99.99,2114.52,3,59.99,59.99,179.97,5,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,1
4529,0,1,3050.968,94,1,49.99,1256.32,5,5,34.99,71.99,?,?,?,?,?,?,?,?,?,?,?,1,143.904016,143.904016,143.904016,143.904016,0
4530,0,1,653.208,18,39.99,79.99,639.91,1,79.99,79.99,79.99,?,y,completely orderable,27193,900,455,117,8,54,1,68,0,0,0,0,0,1
4531,0,1,871.994,7,69.99,319.99,1239.93,3,69.99,319.99,459.97,5,y,completely orderable,7505,500,389,5,3,23,1,40,1,8310.2493074792,8310.2493074792,8310.2493074792,8310.2493074792,1
4532,0,1,294.919,2,499.99,499.99,999.98,1,499.99,499.99,499.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
4533,0,1,998.623,7,69.95,69.95,489.65,2,69.95,69.95,139.9,2,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4534,0,1,566.912,19,12.99,39.99,633.85,1,31.99,31.99,31.99,?,?,?,20586,900,478,215,9,57,1,35,0,0,0,0,0,0
4535,0,1,548.642,2,12,17.99,29.99,2,12,17.99,29.99,5,y,completely orderable,27045,900,559,222,10,45,2,15,1,0,0,0,0,1
